state,Date,C_policy_mean,E_policy_mean,H_policy_mean,overall_policy_intensity,policy_intensity_level
Tasmania,2022-05-01,1.369,1.25,4.0278,2.2156,low
Tasmania,2022-05-02,1.369,1.25,4.0278,2.2156,low
Tasmania,2022-05-03,1.369,1.25,4.0278,2.2156,low
Tasmania,2022-05-04,1.369,1.25,4.0278,2.2156,low
Tasmania,2022-05-05,1.369,1.25,4.0278,2.2156,low
Tasmania,2022-05-06,1.369,1.25,4.0278,2.2156,low
Tasmania,2022-05-07,1.369,1.25,4.0278,2.2156,low
Tasmania,2022-05-08,1.369,1.25,4.0278,2.2156,low
Tasmania,2022-05-09,1.369,1.25,4.0278,2.2156,low
Tasmania,2022-05-10,1.369,1.25,4.0278,2.2156,low
Tasmania,2022-05-11,1.369,1.25,4.0278,2.2156,low
Tasmania,2022-05-12,1.369,1.25,4.0278,2.2156,low
Tasmania,2022-05-13,1.369,1.25,4.0278,2.2156,low
Tasmania,2022-05-14,1.369,1.25,4.0278,2.2156,low
Tasmania,2022-05-15,1.369,1.25,4.0278,2.2156,low
Tasmania,2022-05-16,1.369,1.25,4.0278,2.2156,low
Tasmania,2022-05-17,1.369,1.25,4.0278,2.2156,low
Tasmania,2022-05-18,1.369,1.25,4.0278,2.2156,low
Tasmania,2022-05-19,1.369,1.25,4.0278,2.2156,low
Tasmania,2022-05-20,1.369,1.25,4.0278,2.2156,low
Tasmania,2022-05-21,1.369,1.25,4.0278,2.2156,low
Tasmania,2022-05-22,1.369,1.25,4.0278,2.2156,low
Tasmania,2022-05-23,1.369,1.25,4.0278,2.2156,low
Tasmania,2022-05-24,1.369,1.25,4.0278,2.2156,low
Tasmania,2022-05-25,1.369,1.25,4.0278,2.2156,low
Tasmania,2022-05-26,1.369,1.25,4.0278,2.2156,low
Tasmania,2022-05-27,1.369,1.25,4.0278,2.2156,low
Tasmania,2022-05-28,1.0119,1.25,4.0278,2.0966,low
Tasmania,2022-05-29,1.0119,1.25,4.0278,2.0966,low
Tasmania,2022-05-30,1.0119,1.25,4.0278,2.0966,low
Tasmania,2022-05-31,1.0119,1.25,4.0278,2.0966,low
Tasmania,2022-06-01,1.0119,1.25,4.0278,2.0966,low
Tasmania,2022-06-02,1.0119,1.25,4.0278,2.0966,low
Tasmania,2022-06-03,1.0119,2.5,4.0278,2.5132,medium
Tasmania,2022-06-04,1.0119,2.5,4.0278,2.5132,medium
Tasmania,2022-06-05,1.0119,2.5,4.0278,2.5132,medium
Tasmania,2022-06-06,1.0119,2.5,4.0278,2.5132,medium
Tasmania,2022-06-07,1.0119,2.5,4.0278,2.5132,medium
Tasmania,2022-06-08,1.0119,2.5,4.0278,2.5132,medium
Tasmania,2022-06-09,1.0119,2.5,4.0278,2.5132,medium
Tasmania,2022-06-10,1.0119,2.5,4.0278,2.5132,medium
Tasmania,2022-06-11,1.0119,2.5,4.0278,2.5132,medium
Tasmania,2022-06-12,1.0119,2.5,4.0278,2.5132,medium
Tasmania,2022-06-13,1.0119,2.5,4.0278,2.5132,medium
Tasmania,2022-06-14,1.0119,2.5,4.0278,2.5132,medium
Tasmania,2022-06-15,1.0119,2.5,4.0278,2.5132,medium
Tasmania,2022-06-16,1.0119,2.5,4.0278,2.5132,medium
Tasmania,2022-06-17,1.0714,2.5,4.0278,2.5331,medium
Tasmania,2022-06-18,1.0714,2.5,4.0278,2.5331,medium
Tasmania,2022-06-19,1.0714,2.5,4.0278,2.5331,medium
Tasmania,2022-06-20,1.0714,2.5,4.0278,2.5331,medium
Tasmania,2022-06-21,1.0714,2.5,4.0278,2.5331,medium
Tasmania,2022-06-22,1.0714,2.5,4.0278,2.5331,medium
Tasmania,2022-06-23,1.0714,2.5,4.0278,2.5331,medium
Tasmania,2022-06-24,0.8333,2.5,4.0278,2.4537,medium
Tasmania,2022-06-25,0.8333,2.5,4.0278,2.4537,medium
Tasmania,2022-06-26,0.8333,2.5,4.0278,2.4537,medium
Tasmania,2022-06-27,0.8333,2.5,4.0278,2.4537,medium
Tasmania,2022-06-28,0.8333,2.5,4.0278,2.4537,medium
Tasmania,2022-06-29,0.8333,2.5,4.0278,2.4537,medium
Tasmania,2022-06-30,0.8333,2.5,4.0278,2.4537,medium
Tasmania,2022-07-01,0.6548,2.5,4.0278,2.3942,medium
Tasmania,2022-07-02,0.6548,2.5,4.0278,2.3942,medium
Tasmania,2022-07-03,0.6548,2.5,4.0278,2.3942,medium
Tasmania,2022-07-04,0.6548,2.5,4.0278,2.3942,medium
Tasmania,2022-07-05,0.6548,2.5,4.0278,2.3942,medium
Tasmania,2022-07-06,0.6548,2.5,4.0278,2.3942,medium
Tasmania,2022-07-07,0.6548,2.5,4.0278,2.3942,medium
Tasmania,2022-07-08,0.6548,2.5,4.0278,2.3942,medium
Tasmania,2022-07-09,0.6548,2.5,4.0278,2.3942,medium
Tasmania,2022-07-10,0.6548,2.5,4.0278,2.3942,medium
Tasmania,2022-07-11,0.6548,2.5,4.0278,2.3942,medium
Tasmania,2022-07-12,0.6548,2.5,4.0278,2.3942,medium
Tasmania,2022-07-13,0.6548,2.5,4.0278,2.3942,medium
Tasmania,2022-07-14,0.6548,2.5,4.0278,2.3942,medium
Tasmania,2022-07-15,0.6548,2.5,4.0278,2.3942,medium
Tasmania,2022-07-16,0.6548,2.5,4.0278,2.3942,medium
Tasmania,2022-07-17,0.6548,2.5,4.0278,2.3942,medium
Tasmania,2022-07-18,0.6548,2.5,4.0278,2.3942,medium
Tasmania,2022-07-19,0.6548,2.5,4.0278,2.3942,medium
Tasmania,2022-07-20,0.6548,2.5,4.0278,2.3942,medium
Tasmania,2022-07-21,0.6548,2.5,4.0278,2.3942,medium
Tasmania,2022-07-22,0.6548,2.5,4.0278,2.3942,medium
Tasmania,2022-07-23,0.6548,2.5,4.0278,2.3942,medium
Tasmania,2022-07-24,0.6548,2.5,4.0278,2.3942,medium
Tasmania,2022-07-25,0.6548,2.5,4.0278,2.3942,medium
Tasmania,2022-07-26,0.6548,2.5,4.0278,2.3942,medium
Tasmania,2022-07-27,0.6548,2.5,4.0278,2.3942,medium
Tasmania,2022-07-28,0.6548,2.5,4.0278,2.3942,medium
Tasmania,2022-07-29,0.6548,2.5,4.0278,2.3942,medium
Tasmania,2022-07-30,0.6548,2.5,4.0278,2.3942,medium
Tasmania,2022-07-31,0.6548,2.5,4.0278,2.3942,medium
Tasmania,2022-08-01,0.6548,2.5,4.0278,2.3942,medium
Tasmania,2022-08-02,0.6548,2.5,4.0278,2.3942,medium
Tasmania,2022-08-03,0.6548,2.5,4.0278,2.3942,medium
Tasmania,2022-08-04,0.6548,2.5,4.0278,2.3942,medium
Tasmania,2022-08-05,0.6548,2.5,4.0278,2.3942,medium
Tasmania,2022-08-06,0.6548,2.5,4.0278,2.3942,medium
Tasmania,2022-08-07,0.6548,2.5,4.0278,2.3942,medium
Tasmania,2022-08-08,0.6548,2.5,4.0278,2.3942,medium
Tasmania,2022-08-09,0.6548,2.5,4.0278,2.3942,medium
Tasmania,2022-08-10,0.6548,2.5,4.0278,2.3942,medium
Tasmania,2022-08-11,0.6548,2.5,4.0278,2.3942,medium
Tasmania,2022-08-12,0.6548,2.5,4.0278,2.3942,medium
Tasmania,2022-08-13,0.6548,1.25,4.0278,1.9775,low
Tasmania,2022-08-14,0.6548,1.25,4.0278,1.9775,low
Tasmania,2022-08-15,0.6548,1.25,4.0278,1.9775,low
Tasmania,2022-08-16,0.6548,1.25,4.0278,1.9775,low
Tasmania,2022-08-17,0.6548,1.25,4.0278,1.9775,low
Tasmania,2022-08-18,0.6548,1.25,4.0278,1.9775,low
Tasmania,2022-08-19,0.6548,1.25,4.0278,1.9775,low
Tasmania,2022-08-20,0.6548,1.25,4.0278,1.9775,low
Tasmania,2022-08-21,0.6548,1.25,4.0278,1.9775,low
Tasmania,2022-08-22,0.6548,1.25,4.0278,1.9775,low
Tasmania,2022-08-23,0.6548,1.25,4.0278,1.9775,low
Tasmania,2022-08-24,0.6548,1.25,4.0278,1.9775,low
Tasmania,2022-08-25,0.6548,1.25,4.0278,1.9775,low
Tasmania,2022-08-26,0.6548,1.25,4.0278,1.9775,low
Tasmania,2022-08-27,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-08-28,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-08-29,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-08-30,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-08-31,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-09-01,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-09-02,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-09-03,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-09-04,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-09-05,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-09-06,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-09-07,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-09-08,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-09-09,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-09-10,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-09-11,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-09-12,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-09-13,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-09-14,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-09-15,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-09-16,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-09-17,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-09-18,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-09-19,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-09-20,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-09-21,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-09-22,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-09-23,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-09-24,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-09-25,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-09-26,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-09-27,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-09-28,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-09-29,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-09-30,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-10-01,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-10-02,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-10-03,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-10-04,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-10-05,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-10-06,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-10-07,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-10-08,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-10-09,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-10-10,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-10-11,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-10-12,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-10-13,0.6548,1.25,3.6111,1.8386,low
Tasmania,2022-10-14,0.6548,0.0,3.6111,1.422,low
Tasmania,2022-10-15,0.6548,0.0,3.6111,1.422,low
Tasmania,2022-10-16,0.6548,0.0,3.6111,1.422,low
Tasmania,2022-10-17,0.6548,0.0,3.6111,1.422,low
Tasmania,2022-10-18,0.6548,0.0,3.6111,1.422,low
Tasmania,2022-10-19,0.6548,0.0,3.6111,1.422,low
Tasmania,2022-10-20,0.6548,0.0,3.6111,1.422,low
Tasmania,2022-10-21,0.6548,0.0,3.6111,1.422,low
Tasmania,2022-10-22,0.6548,0.0,3.6111,1.422,low
Tasmania,2022-10-23,0.6548,0.0,3.6111,1.422,low
Tasmania,2022-10-24,0.6548,0.0,3.6111,1.422,low
Tasmania,2022-10-25,0.6548,0.0,3.6111,1.422,low
Tasmania,2022-10-26,0.6548,0.0,3.6111,1.422,low
Tasmania,2022-10-27,0.6548,0.0,3.6111,1.422,low
Tasmania,2022-10-28,0.6548,0.0,3.6111,1.422,low
Tasmania,2022-10-29,0.6548,0.0,3.6111,1.422,low
Tasmania,2022-10-30,0.6548,0.0,3.6111,1.422,low
Tasmania,2022-10-31,0.6548,0.0,3.6111,1.422,low
Tasmania,2022-11-01,0.6548,1.25,3.4028,1.7692,low
Tasmania,2022-11-02,0.6548,1.25,3.4028,1.7692,low
Tasmania,2022-11-03,0.6548,1.25,3.4028,1.7692,low
Tasmania,2022-11-04,0.6548,1.25,3.4028,1.7692,low
Tasmania,2022-11-05,0.6548,1.25,3.4028,1.7692,low
Tasmania,2022-11-06,0.6548,1.25,3.4028,1.7692,low
Tasmania,2022-11-07,0.6548,1.25,3.4028,1.7692,low
Tasmania,2022-11-08,0.6548,1.25,3.4028,1.7692,low
Tasmania,2022-11-09,0.6548,1.25,3.4028,1.7692,low
Tasmania,2022-11-10,0.6548,1.25,3.4028,1.7692,low
Tasmania,2022-11-11,0.6548,1.25,3.4028,1.7692,low
Tasmania,2022-11-12,0.6548,1.25,3.4028,1.7692,low
Tasmania,2022-11-13,0.6548,1.25,3.4028,1.7692,low
Tasmania,2022-11-14,0.6548,1.25,3.4028,1.7692,low
Tasmania,2022-11-15,0.6548,1.25,3.4028,1.7692,low
Tasmania,2022-11-16,0.6548,1.25,3.4028,1.7692,low
Tasmania,2022-11-17,0.6548,1.25,3.4028,1.7692,low
Tasmania,2022-11-18,0.6548,1.25,3.4028,1.7692,low
Tasmania,2022-11-19,0.6548,1.25,3.4028,1.7692,low
Tasmania,2022-11-20,0.6548,1.25,3.4028,1.7692,low
Tasmania,2022-11-21,0.6548,1.25,3.4028,1.7692,low
Tasmania,2022-11-22,0.6548,1.25,3.4028,1.7692,low
Tasmania,2022-11-23,0.6548,1.25,3.4028,1.7692,low
Tasmania,2022-11-24,0.6548,1.25,3.4028,1.7692,low
Tasmania,2022-11-25,0.6548,1.25,3.4028,1.7692,low
Tasmania,2022-11-26,0.6548,1.25,3.4028,1.7692,low
Tasmania,2022-11-27,0.6548,1.25,3.4028,1.7692,low
Tasmania,2022-11-28,0.6548,1.25,3.4028,1.7692,low
Tasmania,2022-11-29,0.6548,1.25,3.4028,1.7692,low
Tasmania,2022-11-30,0.6548,1.25,3.4028,1.7692,low
Tasmania,2022-12-01,0.4167,1.25,3.2639,1.6435,low
Tasmania,2022-12-02,0.4167,1.25,3.2639,1.6435,low
Tasmania,2022-12-03,0.4167,1.25,3.2639,1.6435,low
Tasmania,2022-12-04,0.4167,1.25,3.2639,1.6435,low
Tasmania,2022-12-05,0.4167,1.25,3.2639,1.6435,low
Tasmania,2022-12-06,0.4167,1.25,3.2639,1.6435,low
Tasmania,2022-12-07,0.4167,1.25,3.2639,1.6435,low
Tasmania,2022-12-08,0.4167,1.25,3.2639,1.6435,low
Tasmania,2022-12-09,0.4167,1.25,3.2639,1.6435,low
Tasmania,2022-12-10,0.4167,1.25,3.2639,1.6435,low
Tasmania,2022-12-11,0.4167,1.25,3.2639,1.6435,low
Tasmania,2022-12-12,0.4167,1.25,3.2639,1.6435,low
Tasmania,2022-12-13,0.4167,1.25,3.2639,1.6435,low
Tasmania,2022-12-14,0.4167,1.25,3.2639,1.6435,low
Tasmania,2022-12-15,0.4167,1.25,3.2639,1.6435,low
Tasmania,2022-12-16,0.4167,1.25,3.2639,1.6435,low
Tasmania,2022-12-17,0.4167,1.25,3.2639,1.6435,low
Tasmania,2022-12-18,0.4167,1.25,3.2639,1.6435,low
Tasmania,2022-12-19,0.4167,1.25,3.2639,1.6435,low
Tasmania,2022-12-20,0.4167,1.25,3.2639,1.6435,low
Tasmania,2022-12-21,0.4167,1.25,3.2639,1.6435,low
Tasmania,2022-12-22,0.4167,1.25,3.2639,1.6435,low
Tasmania,2022-12-23,0.4167,1.25,3.2639,1.6435,low
Tasmania,2022-12-24,0.4167,1.25,3.2639,1.6435,low
Tasmania,2022-12-25,0.4167,1.25,3.2639,1.6435,low
Tasmania,2022-12-26,0.4167,1.25,3.2639,1.6435,low
Tasmania,2022-12-27,0.4167,1.25,3.2639,1.6435,low
Tasmania,2022-12-28,0.4167,1.25,3.2639,1.6435,low
Tasmania,2022-12-29,0.4167,1.25,3.2639,1.6435,low
Tasmania,2022-12-30,0.4167,1.25,3.2639,1.6435,low
Tasmania,2022-12-31,0.4167,1.25,3.2639,1.6435,low
Victoria,2020-01-01,0.0,0.0,0.0,0.0,low
Victoria,2020-01-02,0.0,0.0,0.0,0.0,low
Victoria,2020-01-03,0.0,0.0,0.0,0.0,low
Victoria,2020-01-04,0.0,0.0,0.0,0.0,low
Victoria,2020-01-05,0.0,0.0,0.0,0.0,low
Victoria,2020-01-06,0.0,0.0,0.0,0.0,low
Victoria,2020-01-07,0.0,0.0,0.0,0.0,low
Victoria,2020-01-08,0.0,0.0,0.0,0.0,low
Victoria,2020-01-09,0.0,0.0,0.0,0.0,low
Victoria,2020-01-10,0.0,0.0,0.0,0.0,low
Victoria,2020-01-11,0.0,0.0,0.0,0.0,low
Victoria,2020-01-12,0.0,0.0,0.0,0.0,low
Victoria,2020-01-13,0.0,0.0,0.0,0.0,low
Victoria,2020-01-14,0.0,0.0,0.0,0.0,low
Victoria,2020-01-15,0.0,0.0,0.0,0.0,low
Victoria,2020-01-16,0.0,0.0,0.0,0.0,low
Victoria,2020-01-17,0.0,0.0,0.0,0.0,low
Victoria,2020-01-18,0.0,0.0,0.0,0.0,low
Victoria,2020-01-19,0.0,0.0,0.0,0.0,low
Victoria,2020-01-20,0.0,0.0,0.0,0.0,low
Victoria,2020-01-21,0.0,0.0,0.0,0.0,low
Victoria,2020-01-22,0.0,0.0,0.0,0.0,low
Victoria,2020-01-23,0.0,0.0,0.0,0.0,low
Victoria,2020-01-24,0.0,0.0,0.0,0.0,low
Victoria,2020-01-25,0.0,0.0,0.0,0.0,low
Victoria,2020-01-26,0.0,0.0,0.0,0.0,low
Victoria,2020-01-27,0.0,0.0,0.0,0.0,low
Victoria,2020-01-28,0.0,0.0,0.0,0.0,low
Victoria,2020-01-29,0.0,0.0,0.0,0.0,low
Victoria,2020-01-30,0.0,0.0,0.0,0.0,low
Victoria,2020-01-31,0.0,0.0,0.0,0.0,low
Victoria,2020-02-01,0.5357,0.0,0.0,0.1786,low
Victoria,2020-02-02,0.5357,0.0,0.0,0.1786,low
Victoria,2020-02-03,0.5357,0.0,0.0,0.1786,low
Victoria,2020-02-04,0.5357,0.0,0.0,0.1786,low
Victoria,2020-02-05,0.5357,0.0,0.0,0.1786,low
Victoria,2020-02-06,0.5357,0.0,0.0,0.1786,low
Victoria,2020-02-07,0.5357,0.0,0.0,0.1786,low
Victoria,2020-02-08,0.5357,0.0,0.0,0.1786,low
Victoria,2020-02-09,0.5357,0.0,0.0,0.1786,low
Victoria,2020-02-10,0.5357,0.0,0.0,0.1786,low
Victoria,2020-02-11,0.5357,0.0,0.0,0.1786,low
Victoria,2020-02-12,0.5357,0.0,0.0,0.1786,low
Victoria,2020-02-13,0.5357,0.0,0.0,0.1786,low
Victoria,2020-02-14,0.5357,0.0,0.0,0.1786,low
Victoria,2020-02-15,0.5357,0.0,0.0,0.1786,low
Victoria,2020-02-16,0.5357,0.0,0.0,0.1786,low
Victoria,2020-02-17,0.5357,0.0,0.0,0.1786,low
Victoria,2020-02-18,0.5357,0.0,0.0,0.1786,low
Victoria,2020-02-19,0.5357,0.0,0.0,0.1786,low
Victoria,2020-02-20,0.5357,0.0,0.0,0.1786,low
Victoria,2020-02-21,0.5357,0.0,0.0,0.1786,low
Victoria,2020-02-22,0.5357,0.0,0.0,0.1786,low
Victoria,2020-02-23,0.5357,0.0,0.0,0.1786,low
Victoria,2020-02-24,0.5357,0.0,0.0,0.1786,low
Victoria,2020-02-25,0.5357,0.0,0.0,0.1786,low
Victoria,2020-02-26,0.5357,0.0,0.0,0.1786,low
Victoria,2020-02-27,0.5357,0.0,0.0,0.1786,low
Victoria,2020-02-28,0.5357,0.0,0.0,0.1786,low
Victoria,2020-02-29,0.5357,0.0,0.0,0.1786,low
Victoria,2020-03-01,0.5357,0.0,2.2222,0.9193,low
Victoria,2020-03-02,0.5357,0.0,2.2222,0.9193,low
Victoria,2020-03-03,0.5357,0.0,2.2222,0.9193,low
Victoria,2020-03-04,0.5357,0.0,2.2222,0.9193,low
Victoria,2020-03-05,0.5357,0.0,2.2222,0.9193,low
Victoria,2020-03-06,0.5357,0.0,2.2222,0.9193,low
Victoria,2020-03-07,0.5357,0.0,2.2222,0.9193,low
Victoria,2020-03-08,0.5357,0.0,2.2222,0.9193,low
Victoria,2020-03-09,0.5357,0.0,2.2222,0.9193,low
Victoria,2020-03-10,0.5357,0.0,2.2222,0.9193,low
Victoria,2020-03-11,0.5357,0.0,2.2222,0.9193,low
Victoria,2020-03-12,0.5357,0.0,2.2222,0.9193,low
Victoria,2020-03-13,0.5357,0.0,2.2222,0.9193,low
Victoria,2020-03-14,0.5357,0.0,2.2222,0.9193,low
Victoria,2020-03-15,1.0714,0.0,1.9444,1.0053,low
Victoria,2020-03-16,1.0714,0.0,1.9444,1.0053,low
Victoria,2020-03-17,1.0714,0.0,2.5,1.1905,low
Victoria,2020-03-18,1.0714,0.0,2.5,1.1905,low
Victoria,2020-03-19,1.0714,0.0,2.5,1.1905,low
Victoria,2020-03-20,1.25,0.0,2.5,1.25,low
Victoria,2020-03-21,1.25,0.0,2.5,1.25,low
Victoria,2020-03-22,1.25,0.0,2.5,1.25,low
Victoria,2020-03-23,1.7262,0.0,2.5,1.4087,low
Victoria,2020-03-24,2.6786,0.0,2.5,1.7262,low
Victoria,2020-03-25,3.0357,1.25,2.5,2.2619,low
Victoria,2020-03-26,3.2143,1.25,2.5,2.3214,medium
Victoria,2020-03-27,3.2143,1.25,2.5,2.3214,medium
Victoria,2020-03-28,3.2143,1.25,2.5,2.3214,medium
Victoria,2020-03-29,4.4048,1.25,2.5,2.7183,medium
Victoria,2020-03-30,4.4048,3.75,2.5,3.5516,high
Victoria,2020-03-31,4.4048,3.75,2.5,3.5516,high
Victoria,2020-04-01,4.4048,3.75,2.5,3.5516,high
Victoria,2020-04-02,4.4048,3.75,2.5,3.5516,high
Victoria,2020-04-03,4.4048,3.75,2.5,3.5516,high
Victoria,2020-04-04,4.4048,3.75,2.5,3.5516,high
Victoria,2020-04-05,4.4048,3.75,2.5,3.5516,high
Victoria,2020-04-06,4.4048,3.75,2.5,3.5516,high
Victoria,2020-04-07,4.4048,3.75,2.5,3.5516,high
Victoria,2020-04-08,4.4048,3.75,2.5,3.5516,high
Victoria,2020-04-09,4.4048,3.75,2.5,3.5516,high
Victoria,2020-04-10,4.4048,3.75,2.5,3.5516,high
Victoria,2020-04-11,4.4048,3.75,2.5,3.5516,high
Victoria,2020-04-12,4.4048,3.75,2.5,3.5516,high
Victoria,2020-04-13,4.4048,3.75,2.5,3.5516,high
Victoria,2020-04-14,4.4048,3.75,2.7778,3.6442,high
Victoria,2020-04-15,4.4048,3.75,2.7778,3.6442,high
Victoria,2020-04-16,4.4048,3.75,2.7778,3.6442,high
Victoria,2020-04-17,4.4048,3.75,2.7778,3.6442,high
Victoria,2020-04-18,4.4048,3.75,2.7778,3.6442,high
Victoria,2020-04-19,4.4048,3.75,2.7778,3.6442,high
Victoria,2020-04-20,4.4048,3.75,2.7778,3.6442,high
Victoria,2020-04-21,4.4048,3.75,2.7778,3.6442,high
Victoria,2020-04-22,4.4048,3.75,2.7778,3.6442,high
Victoria,2020-04-23,4.4048,3.75,2.7778,3.6442,high
Victoria,2020-04-24,4.4048,3.75,2.7778,3.6442,high
Victoria,2020-04-25,4.4048,3.75,2.7778,3.6442,high
Victoria,2020-04-26,4.4048,3.75,2.7778,3.6442,high
Victoria,2020-04-27,4.4048,3.75,2.7778,3.6442,high
Victoria,2020-04-28,4.4048,3.75,2.7778,3.6442,high
Victoria,2020-04-29,4.4048,3.75,2.7778,3.6442,high
Victoria,2020-04-30,4.4048,3.75,2.7778,3.6442,high
Victoria,2020-05-01,4.4048,3.75,2.7778,3.6442,high
Victoria,2020-05-02,4.4048,3.75,2.7778,3.6442,high
Victoria,2020-05-03,4.4048,3.75,2.7778,3.6442,high
Victoria,2020-05-04,4.4048,3.75,2.7778,3.6442,high
Victoria,2020-05-05,4.4048,3.75,2.7778,3.6442,high
Victoria,2020-05-06,4.4048,3.75,2.3611,3.5053,high
Victoria,2020-05-07,4.4048,3.75,2.3611,3.5053,high
Victoria,2020-05-08,3.8095,3.75,2.3611,3.3069,high
Victoria,2020-05-09,3.8095,3.75,2.3611,3.3069,high
Victoria,2020-05-10,3.8095,3.75,2.3611,3.3069,high
Victoria,2020-05-11,3.8095,3.75,2.3611,3.3069,high
Victoria,2020-05-12,3.8095,3.75,2.3611,3.3069,high
Victoria,2020-05-13,3.8095,3.75,2.3611,3.3069,high
Victoria,2020-05-14,3.8095,3.75,2.3611,3.3069,high
Victoria,2020-05-15,3.8095,3.75,2.3611,3.3069,high
Victoria,2020-05-16,3.8095,3.75,2.3611,3.3069,high
Victoria,2020-05-17,3.8095,3.75,2.3611,3.3069,high
Victoria,2020-05-18,3.8095,3.75,2.3611,3.3069,high
Victoria,2020-05-19,3.8095,3.75,2.3611,3.3069,high
Victoria,2020-05-20,3.8095,3.75,2.3611,3.3069,high
Victoria,2020-05-21,3.8095,3.75,2.3611,3.3069,high
Victoria,2020-05-22,3.8095,3.75,2.3611,3.3069,high
Victoria,2020-05-23,3.8095,3.75,2.3611,3.3069,high
Victoria,2020-05-24,3.8095,3.75,2.3611,3.3069,high
Victoria,2020-05-25,3.8095,3.75,2.3611,3.3069,high
Victoria,2020-05-26,3.5714,3.75,2.3611,3.2275,high
Victoria,2020-05-27,3.5714,3.75,2.3611,3.2275,high
Victoria,2020-05-28,3.5714,3.75,2.7778,3.3664,high
Victoria,2020-05-29,3.5714,3.75,2.7778,3.3664,high
Victoria,2020-05-30,3.5714,3.75,2.7778,3.3664,high
Victoria,2020-05-31,3.5714,3.75,2.7778,3.3664,high
Victoria,2020-06-01,3.1548,3.75,2.7778,3.2275,high
Victoria,2020-06-02,3.1548,3.75,2.7778,3.2275,high
Victoria,2020-06-03,3.1548,3.75,2.7778,3.2275,high
Victoria,2020-06-04,3.1548,3.75,2.7778,3.2275,high
Victoria,2020-06-05,3.1548,3.75,2.7778,3.2275,high
Victoria,2020-06-06,3.1548,3.75,2.7778,3.2275,high
Victoria,2020-06-07,3.1548,3.75,2.7778,3.2275,high
Victoria,2020-06-08,3.1548,3.75,2.7778,3.2275,high
Victoria,2020-06-09,3.1548,3.75,2.7778,3.2275,high
Victoria,2020-06-10,3.1548,3.75,2.7778,3.2275,high
Victoria,2020-06-11,3.1548,3.75,2.7778,3.2275,high
Victoria,2020-06-12,3.1548,3.75,2.7778,3.2275,high
Victoria,2020-06-13,3.1548,3.75,2.7778,3.2275,high
Victoria,2020-06-14,3.1548,3.75,2.7778,3.2275,high
Victoria,2020-06-15,3.1548,3.75,2.7778,3.2275,high
Victoria,2020-06-16,3.1548,3.75,2.7778,3.2275,high
Victoria,2020-06-17,3.1548,3.75,2.7778,3.2275,high
Victoria,2020-06-18,3.1548,3.75,2.7778,3.2275,high
Victoria,2020-06-19,3.1548,3.75,2.7778,3.2275,high
Victoria,2020-06-20,3.1548,3.75,2.7778,3.2275,high
Victoria,2020-06-21,3.1548,3.75,2.7778,3.2275,high
Victoria,2020-06-22,3.3333,3.75,2.7778,3.287,high
